0.005,0.801243,0.238366,0.328343,1.0027,0.498674,0.533362,
0.105,0.803865,-0.16758,0.326863,1.02749,0.094851,0.527939,
0.205,0.770053,-0.481541,0.319706,1.0207,-0.195486,0.527117,
0.305,0.70213,-0.715151,0.296255,0.99006,-0.403216,0.517795,
0.405,0.601541,-0.865605,0.252068,0.940286,-0.532304,0.493412,
0.505,0.475786,-0.937055,0.192597,0.878817,-0.585305,0.454381,
0.605,0.338572,-0.95049,0.131512,0.814574,-0.573477,0.406997,
0.705,0.202055,-0.931609,0.0806314,0.755226,-0.514499,0.358963,
0.805,0.0724841,-0.898162,0.044734,0.705397,-0.425335,0.315548,
0.905,-0.0482678,-0.859933,0.0237153,0.667147,-0.317793,0.279113,
1.005,-0.160443,-0.822159,0.0129438,0.64118,-0.199095,0.250279,
1.105,-0.265123,-0.787858,0.00720243,0.627692,-0.0735246,0.228973,
1.205,-0.363694,-0.759044,0.0040499,0.626821,0.0563247,0.215053,
1.305,-0.457671,-0.737354,0.00229107,0.638869,0.188804,0.208656,
1.405,-0.548015,-0.723876,0.00130061,0.64515,0.322752,0.208109,
1.505,-0.610761,-0.716464,0.000739814,0.64515,0.452774,0.208109,
1.605,-0.640689,-0.71237,0.000421329,0.64515,0.552243,0.208109,
1.705,-0.64515,-0.710095,0.000240114,0.64515,0.616187,0.208109,
1.805,-0.64515,-0.708826,0.000136883,0.64515,0.655149,0.208109,
1.905,-0.64515,-0.708117,7.80296e-05,0.64515,0.677954,0.208109,
2.005,-0.64515,-0.707721,4.4495e-05,0.64515,0.69095,0.208109,
2.105,-0.64515,-0.7075,2.53829e-05,0.64515,0.698232,0.208109,
2.205,-0.64515,-0.707376,1.44821e-05,0.64515,0.702271,0.208109,
2.305,-0.64515,-0.707307,8.26467e-06,0.64515,0.7045,0.208109,
2.405,-0.64515,-0.707268,4.71574e-06,0.64515,0.705726,0.208109,
2.505,-0.64515,-0.707246,2.69132e-06,0.64515,0.7064,0.208109,
2.605,-0.64515,-0.707234,1.53439e-06,0.64515,0.70677,0.208109,
2.705,-0.64515,-0.707227,8.72148e-07,0.64515,0.706974,0.208109,
2.805,-0.64515,-0.707224,5.05168e-07,0.64515,0.707081,0.208109,
2.905,-0.64515,-0.707221,2.94423e-07,0.64515,0.707139,0.208109,
3.005,-0.64515,-0.70722,1.65266e-07,0.64515,0.707175,0.208109,
3.105,-0.64515,-0.707219,9.18996e-08,0.64515,0.707196,0.208109,
3.205,-0.64515,-0.707219,5.33396e-08,0.64515,0.707205,0.208109,
3.305,-0.64515,-0.707219,3.12208e-08,0.64515,0.707211,0.208109,
3.405,-0.64515,-0.707219,1.63145e-08,0.64515,0.707215,0.208109,
3.505,-0.64515,-0.707219,8.34329e-09,0.64515,0.707217,0.208109,
3.605,-0.64515,-0.707219,4.72532e-09,0.64515,0.707218,0.208109,
3.705,-0.64515,-0.707219,2.67309e-09,0.64515,0.707218,0.208109,
3.805,-0.64515,-0.707219,1.87313e-09,0.64515,0.707217,0.208109,
3.905,-0.64515,-0.707219,7.92246e-10,0.64515,0.707219,0.208109,
4.005,-0.64515,-0.707219,1.0915e-10,0.64515,0.70722,0.208109,
4.105,-0.64515,-0.707219,2.1048e-10,0.64515,0.707218,0.208109,
4.205,-0.64515,-0.707219,2.15672e-10,0.64515,0.707217,0.208109,
4.305,-0.64515,-0.707219,1.97105e-10,0.64515,0.707217,0.208109,
4.405,-0.64515,-0.707219,1.12181e-10,0.64515,0.707218,0.208109,
4.505,-0.64515,-0.707219,6.01204e-11,0.64515,0.707218,0.208109,
4.605,-0.64515,-0.707219,3.64717e-11,0.64515,0.707218,0.208109,
4.705,-0.64515,-0.707219,2.12109e-11,0.64515,0.707218,0.208109,
4.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
4.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
5.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
6.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
6.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
6.205,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
6.305,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
6.405,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
6.505,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
6.605,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
6.705,-0.64515,-0.707219,0,0.64515,0.707217,0.208109,
6.805,-0.64515,-0.707219,0,0.64515,0.707217,0.208109,
6.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
7.005,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
7.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
7.205,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
7.305,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
7.405,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
7.505,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
7.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
7.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
7.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
7.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
8.005,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
8.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
8.205,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
8.305,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
8.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
8.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
8.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
8.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
8.805,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
8.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
9.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
9.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
9.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
9.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
9.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
9.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
9.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
9.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
9.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
9.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
10.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
10.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
10.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
10.305,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
10.405,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
10.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
10.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
10.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
10.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
10.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
11.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
11.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
11.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
11.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
11.405,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
11.505,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
11.605,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
11.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
11.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
11.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
12.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
12.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
12.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
12.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
12.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
12.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
12.605,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
12.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
12.805,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
12.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
13.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
13.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
13.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
13.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
13.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
13.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
13.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
13.705,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
13.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
13.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
14.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
14.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
14.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
14.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
14.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
14.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
14.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
14.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
14.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
14.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
15.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
15.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
15.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
15.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
15.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
15.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
15.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
15.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
15.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
15.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
16.005,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
16.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
16.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
16.305,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
16.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
16.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
16.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
16.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
16.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
16.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
17.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
17.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
17.205,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
17.305,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
17.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
17.505,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
17.605,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
17.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
17.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
17.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
18.005,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
18.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
18.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
18.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
18.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
18.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
18.605,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
18.705,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
18.805,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
18.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
19.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
19.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
19.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
19.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
19.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
19.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
19.605,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
19.705,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
19.805,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
19.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
20.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
20.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
20.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
20.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
20.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
20.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
20.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
20.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
20.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
20.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
21.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
21.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
21.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
21.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
21.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
21.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
21.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
21.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
21.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
21.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
22.005,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
22.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
22.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
22.305,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
22.405,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
22.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
22.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
22.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
22.805,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
22.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
23.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
24.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
24.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
24.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
24.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
24.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
24.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
24.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
24.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
24.805,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
24.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
25.005,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
25.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
25.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
25.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
25.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
25.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
25.605,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
25.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
25.805,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
25.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
26.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
26.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
26.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
26.305,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
26.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
26.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
26.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
26.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
26.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
26.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
27.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
27.105,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
27.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
27.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
27.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
27.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
27.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
27.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
27.805,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
27.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
28.005,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
28.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
28.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
28.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
28.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
28.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
28.605,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
28.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
28.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
28.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.405,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.505,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.605,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.805,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
29.905,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
30.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
30.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
30.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
30.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
30.405,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
30.505,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
30.605,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
30.705,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
30.805,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
30.905,-0.64515,-0.707219,0,0.64515,0.707218,0.208109,
31.005,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
31.105,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
31.205,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
31.305,-0.64515,-0.707219,0,0.64515,0.707219,0.208109,
